account_name,statement_type
"Desenvolvimento de Sistemas, Licenças de Uso de Softwares",BPA
Desenvolvimento de Software,BPA
Despesa de Comercialização Diferida,BPA
Despesa de comercialização diferida,BPA
Despesa do exercício seguinte,BPA
Despesas Antecipadas,BPA
Despesas Antecipadas (Nota 11),BPA
Despesas Antecipadas Marketing,BPA
Despesas Antecipadas com Propaganda,BPA
Despesas Antecipadas e Outros Créditos,BPA
Despesas Exercicios Seguintes,BPA
Despesas Pagas Antecipadamente e Outros,BPA
Despesas a Apropriar,BPA
Despesas a repassar a SPE's,BPA
Despesas antecipadas,BPA
Despesas antecipadas e outras contas a receber,BPA
Despesas com Venda a Apropriar,BPA
Despesas com Vendas a Apropriar,BPA
Despesas com vendas a apropriar,BPA
Despesas comerciais a apropriar,BPA
Despesas de Comercialização Diferidas,BPA
Despesas de Comercialização de Seguros Diferidas,BPA
Despesas de Resseguros e Retrocessões Diferidas,BPA
Despesas de comercialização diferidas,BPA
Despesas de comercializaçõa diferidas,BPA
Despesas diferidas a apropriar,BPA
Despesas do Exercício Seguinte,BPA
Despesas do exercicio seguinte,BPA
Despesas do exercício seguinte,BPA
Despesas pagas antecipadamente,BPA
Despesas pagas antecipadamente e outros créditos,BPA
Devedores Diversos,BPA
Devedores Venda de Imóveis e Outros Imóveis,BPA
Devedores diversos,BPA
Devoluções a Fornecedores,BPA
Diferido,BPA
Direito contratual Franquias readquiridos,BPA
Direito de Exploração do Uso da Água,BPA
Direito de Ressarcimento,BPA
Direito de Uso,BPA
Direito de Uso (CPC 06 (R2)/IFRS 16),BPA
Direito de Uso Intangível,BPA
Direito de Uso de Arrendamento,BPA
Direito de Uso de Arrendamento Mercantil,BPA
Direito de Uso de Ativos,BPA
Direito de Uso de Edificações Arrendadas,BPA
Direito de Uso de Imóvel,BPA
Direito de Uso de Lojas,BPA
"Direito de Uso de Tecnologia, Software e Outros",BPA
Direito de Uso de Terreno Arrendado,BPA
Direito de Uso em Andamento,BPA
Direito de Uso em Arrendamento,BPA
Direito de não concorrência,BPA
Direito de reembolso,BPA
Direito de uso,BPA
Direito de uso de Sistemas,BPA
Direito de uso de aeronave,BPA
Direito de uso de aluguel,BPA
Direito de uso de arrendamento,BPA
Direito de uso de arrendamentos,BPA
Direito de uso e ativos arrendados,BPA
Direito de uso em arrendamento,BPA
Direito indenizatório de provisões,BPA
Direitos Creditórios,BPA
Direitos Creditórios Adquiridos,BPA
Direitos Resultantes da Venda de Imóveis,BPA
Direitos a realizar,BPA
Direitos com Operações de Derivativos,BPA
Direitos com operações de derivativos,BPA
Direitos de Uso sobre imóveis alugados,BPA
Direitos de uso,BPA
Direitos e empréstimos para aquisições,BPA
Direitos na transação negocial,BPA
Direitos por recurso de Consórcio,BPA
Direitos por recursos de consórcios,BPA
Direitos sobre precatórios,BPA
Direto de uso de ativos de operações de arrendamento,BPA
Disponibilidades,BPA
Disponibilidades e Valores Equivalentes,BPA
Disponivel,BPA
Diversos,BPA
Dividendos,BPA
Dividendos Distribuídos Antecipadamente,BPA
Dividendos Propostos a Receber,BPA
Dividendos a Receber,BPA
Dividendos a receber,BPA
Dividendos a receber - Partes relacionadas,BPA
Dividendos a receber de controladas em conjunto,BPA
Dividendos a receber/JCP a receber,BPA
Dividendos e Juros Sobre o Capital Próprio,BPA
Dividendos e Juros sobre Capital Proprio a Receber,BPA
Dividendos e Juros sobre Capital Próprio a Receber,BPA
Dividendos e Juros sobre o Capital Próprio,BPA
Dividendos e juros sobre capital propio,BPA
Dividendos e juros sobre capital próprio,BPA
Dividendos e juros sobre capital próprio a receber,BPA
Dividendos e juros sobre capital à receber,BPA
Dividendos e juros sobre o capital próprio,BPA
Duplicatas a Receber,BPA
Duplicatas a receber,BPA
Débitos de controladas e coligadas,BPA
Déposito Caução,BPA
Déposito em garantia,BPA
Dépositos Judiciais,BPA
Edificações,BPA
Edificações e Benfeitorias,BPA
Edificações e instalações,BPA
Edificios,BPA
Edificios e Benfeitorias,BPA
Edifícios,BPA
Eletrobrás,BPA
Empresas Relacionadas,BPA
Empréstimos,BPA
Empréstimos Concedidos,BPA
Empréstimos a Receber,BPA
Empréstimos a receber,BPA
Empréstimos a receber com terceiros,BPA
Empréstimos a terceiros,BPA
Empréstimos e Adiantamentos a Clientes,BPA
Empréstimos e Adiantamentos a Instituições Financeiras,BPA
Empréstimos e Contratos a Receber,BPA
Empréstimos e Depósitos Compulsórios,BPA
Empréstimos e Financiamentos,BPA
Empréstimos e Recebíveis,BPA
Empréstimos e financiamentos com partes relacionadas,BPA
Empréstimos e outros valores com instituições financeiras,BPA
"Empréstimos, mútuos e outros contas a receber",BPA
Equipamentos de Computador,BPA
Equipamentos de Informaticas,BPA
Equipamentos de Informática,BPA
Equipamentos de locação,BPA
Equipamentos e máquinas industriais,BPA
Equivalente de Caixa,BPA
Equivalentes de Caixa,BPA
Esqoque em Trânsito,BPA
Estimativa para crédito de liquidação duvidosa,BPA
Estoque,BPA
Estoque concluídos a comercializar,BPA
Estoque de Combustível Nuclear,BPA
Estoque de Imóveis,BPA
Estoque de Terrenos Permuta,BPA
Estoque de combustível nuclear,BPA
Estoque de imóveis concluídos,BPA
Estoque de imóveis em construção,BPA
Estoque de materiais (almoxarifado),BPA
Estoque de mercadoria para revenda,BPA
Estoque de produtos,BPA
Estoque de terceiros em nosso poder,BPA
Estoque de terreno a incorporar,BPA
Estoque de terrenos,BPA
Estoque de terrenos a incorporar,BPA
Estoque de veículos e equipamentos,BPA
Estoque em Poder de Terceiros,BPA
Estoque em poder de terceiros,BPA
Estoques,BPA
Estoques (Nota 8),BPA
Estoques - Outros ativos mantidos para venda,BPA
Estoques de Imóveis,BPA
Estoques de Imóveis a Comercializar,BPA
Estoques de Materiais,BPA
Estoques de Terrenos,BPA
Estoques de produtos e mercadorias,BPA
Estoques de terrenos a incorporar,BPA
Estoques em Poder de Terceiros,BPA
Estoques material de consumo,BPA
Exposição a Riscos Cambiais,BPA
Exposição a riscos cambiais,BPA
Extensão de concessão,BPA
FIDC Lojas Renner,BPA
FIDC Verdecard,BPA
Ferramentais de Terceiros,BPA
Fianças Bancárias,BPA
Finaciamento a Clientes,BPA
Financiamento a clientes,BPA
Financiamentos a Clientes,BPA
Financiamentos e Empréstimos,BPA
Florestas em Formação,BPA
Fundo da Marinha Mercante - AFRMM,BPA
Fundo de Comércio,BPA
Fundo de Descomissionamento,BPA
Fundo de Investimento,BPA
Fundo de Investimentos em Ações,BPA
Fundo de investimento FICFI RF CP ENEVA,BPA
Fundo de liquidez - Conta reserva,BPA
Fundo para capitalização de concessionárias,BPA
Fundos Vinculados,BPA
Fundos de Investimento em Direitos Creditórios,BPA
Fundos em garantia,BPA
Fundos restritos,BPA
Fundos vinculados,BPA
Ganhos Não Realizados em Operações com Derivativos,BPA
Ganhos em Operações com Derivativos,BPA
Ganhos em operações com derivativos,BPA
Ganhos não Realizados em Operações com Derivativos,BPA
Ganhos não realizados com instrumentos financeiros,BPA
Ganhos não realizados com instrumentos financeiros derivativos,BPA
Ganhos não realizados em operações de hedge,BPA
Ganhos não realizados em operações de trading,BPA
Garantia de Reembolso de Contingências,BPA
Garantia de reembolso de contingências,BPA
"Garantia para Provisões Previdenciárias, Trabalhistas e Cíveis",BPA
Garantias de investimentos,BPA
Garantias e compromissos,BPA
Garantias e deposito caução,BPA
"Garantias para perdas Tributárias, Trabalhistas e Cíveis",BPA
Gastos antecipados com plano de pensão,BPA
Gastos com IPO,BPA
Gastos com Implantações,BPA
Gerado na Aquisição de Investimentos,BPA
Goodwiil,BPA
Goodwill,BPA
Goodwill Viva Decora,BPA
Goodwill na aquisição Cerâmica Monte Carlo em 2008,BPA
Goodwill na aquisição da Caetex Florestal,BPA
Goodwill na aquisição da Cecrisa Revestimentos em 2019,BPA
Goodwill na aquisição da Cerâmica Urussanga em 2017,BPA
Goodwill na aquisição da Deca Nordeste em 2011,BPA
Goodwill na aquisição da DuchaCorona em 2015,BPA
Goodwill na aquisição da Ind. Metalúrgica Jacareí em 2012,BPA
Goodwill na aquisição da Massima Revestimentos em 2017,BPA
Goodwill na aquisição da Satipel em 2009,BPA
Goodwill na aquisição da Thermosystem em 2013,BPA
ICMS,BPA
ICMS sobre Imobilizado,BPA
IMOVEIS A COMERCIALIZAR,BPA
INSS,BPA
IPI,BPA
IR e CS a Recuperar,BPA
IR e CS a recuperar,BPA
IR e CSL a recuperar,BPA
IRPJ Diferidos,BPA
IRPJ e CSLL,BPA
IRPJ e CSLL a Recuperar,BPA
IRPJ e CSLL a compensar,BPA
IRPJ e CSLL a recuperar,BPA
IRPJ e CSLL diferidos,BPA
IRPJ/CSLL,BPA
IVA a Compensar,BPA
Icms s/ ativo imobilizado,BPA
Imobiliazdo,BPA
Imobilizado,BPA
Imobilizado Arrendado,BPA
Imobilizado Direito de Uso,BPA
Imobilizado Disponivel para Venda,BPA
Imobilizado Disponível para Venda,BPA
Imobilizado Líquido,BPA
Imobilizado arrendado,BPA
Imobilizado de Uso,BPA
Imobilizado de Uso Próprio,BPA
Imobilizado de arrendamento,BPA
Imobilizado de uso,BPA
Imobilizado destinado a venda,BPA
Imobilizado e Intangível,BPA
Imobilizado em Andamento,BPA
Imobilizado em Curso,BPA
Imobilizado em Operação,BPA
Imobilizado em Serviço,BPA
Imobilizado em operação,BPA
Imobilizado líquido,BPA
Imobilizados,BPA
Imoposto a Compensar,BPA
Imoveis a Comercializar,BPA
Imoveis a comercializar,BPA
Imoveis em Construção,BPA
Imovéis a Comercializar,BPA
Imovéris a Comercializar,BPA
Impairment de Produtos Acabados,BPA
Implantação de Novos Sistemas,BPA
Importação em Andamento,BPA
Importações em andamento,BPA
Imposto De Renda E Contribuição Social Diferidos,BPA
Imposto Diferido,BPA
Imposto a Compensar,BPA
Imposto a Recuperar,BPA
Imposto a recuperar,BPA
Imposto de Renda Diferido,BPA
Imposto de Renda Retido na fonte,BPA
Imposto de Renda e CSLL a recuperar,BPA
Imposto de Renda e Conribuição Social a Recuperar,BPA
Imposto de Renda e Contribuicao Social Diferidos,BPA
Imposto de Renda e Contribuição Social,BPA
Imposto de Renda e Contribuição Social - A Compensar,BPA
Imposto de Renda e Contribuição Social - Correntes,BPA
Imposto de Renda e Contribuição Social - Diferido,BPA
Imposto de Renda e Contribuição Social - Diferidos,BPA
Imposto de Renda e Contribuição Social Antecipados,BPA
Imposto de Renda e Contribuição Social Compensaveis,BPA
Imposto de Renda e Contribuição Social Compensáveis,BPA
Imposto de Renda e Contribuição Social Corrente,BPA
Imposto de Renda e Contribuição Social Correntes a Recuperar,BPA
Imposto de Renda e Contribuição Social Diferida,BPA
Imposto de Renda e Contribuição Social Diferidos,BPA
Imposto de Renda e Contribuição Social a Compensar,BPA
Imposto de Renda e Contribuição Social a Recupera,BPA
Imposto de Renda e Contribuição Social a Recuperar,BPA
Imposto de Renda e Contribuição Social a recuperar,BPA
Imposto de Renda e Contribuição Social e recuperar,BPA
Imposto de Renda e Contribução Social a Recuperar,BPA
Imposto de Renda e Controbuição Social,BPA
Imposto de Renda e contrib Social Diferido,BPA
Imposto de Renda e contribuição social a recuperar,BPA
Imposto de renda e Contribuição Social a Recuperar,BPA
Imposto de renda e Contribuição social a compensar,BPA
Imposto de renda e constribuição social a recuperar,BPA
Imposto de renda e contribuição a recuperar,BPA
Imposto de renda e contribuição social,BPA
Imposto de renda e contribuição social a Compensar,BPA
Imposto de renda e contribuição social a compensar,BPA
Imposto de renda e contribuição social a recuperar,BPA
Imposto de renda e contribuição social antecipados,BPA
Imposto de renda e contribuição social correntes,BPA
Imposto de renda e contribuição social diferidos,BPA
Imposto de renda e contribuição social sobre o lucro a recuperar,BPA
Imposto de renda recuperável,BPA
"Imposto de renda, contribuição social e outros",BPA
"Imposto de renda, contribuição social e outros impostos a recuperar",BPA
Imposto de renda/contribuição social a recuperar,BPA
Imposto e contribuição a recuperar,BPA
Imposto sobre a renda e contribuição  social a recuperar,BPA
Imposto sobre a renda e contribuição social a recuperar,BPA
Imposto sobre a renda e contribuição social diferidos,BPA
Impostos Diferidos,BPA
Impostos Indiretos a Recuperar,BPA
Impostos México,BPA
Impostos a Compensar,BPA
Impostos a Receuperar,BPA
Impostos a Recuperar,BPA
Impostos a Recuperar (Nota 9),BPA
Impostos a Recuperar - Indiretos,BPA
Impostos a Recuperar LP,BPA
Impostos a compensar,BPA
Impostos a recuperar,BPA
Impostos a recuperar LP,BPA
Impostos a recuperar.,BPA
Impostos antecipados e a recuperar,BPA
Impostos de renda a recuperar,BPA
Impostos de renda e contribuição social,BPA
Impostos diferidos,BPA
Impostos diferidos ativos,BPA
Impostos diretos,BPA
Impostos e Contribuições,BPA
Impostos e Contribuições Sociais,BPA
Impostos e Contribuições a Compensar,BPA
Impostos e Contribuições a Recuperar,BPA
Impostos e Contribuições a Recuperar ou Compensar,BPA
Impostos e Contribuições a compensar,BPA
Impostos e Contribuições a recuperar,BPA
Impostos e Contribuições de Recolhimento Diferido,BPA
Impostos e contribuição a recuperar,BPA
Impostos e contribuições a compensar,BPA
Impostos e contribuições a recupear,BPA
Impostos e contribuições a recuperar,BPA
Impostos e contribuições a recuperar - LP,BPA
Impostos e contribuições diferidos,BPA
Impostos e contribuições sobre o lucro a recuperar,BPA
Impostos e contribuições sociais,BPA
Impostos e contribuições sociais a compensar,BPA
Impostos e contribuições sociais diferidos,BPA
"Impostos, Taxas e Contribuições a Recuperar",BPA
"Impostos, taxas e contribuições diretos a recuperar",BPA
"Impostos, taxas e contribuições indiretos a recuperar",BPA
Impostos e contribuições a recuperar,BPA
Imóveis,BPA
Imóveis Adjudicados,BPA
Imóveis Comerciais,BPA
Imóveis Concluídos,BPA
Imóveis Destinados a Renda,BPA
Imóveis Destinados a Uso Futuro,BPA
Imóveis Urbanos não Destinados a Uso Próprio,BPA
Imóveis a Comercializar,BPA
Imóveis a comercializar,BPA
Imóveis de Uso,BPA
Imóveis de Uso Próprio,BPA
Imóveis em Construção,BPA
Incentivos Fiscais,BPA
Indenização de Seguro a Receber,BPA
Indenizações a receber,BPA
Indenizações a receber - aditivos,BPA
Indenizações de seguros,BPA
Indenizações securitárias,BPA
Informática,BPA
Informática e móveis de escritório,BPA
Infraestrutura em Construção,BPA
Infraestrutura em construção,BPA
Instalações,BPA
Instalações Industriais,BPA
Instalações e Ferramentas,BPA
Instalações em imóveis de terceiros,BPA
Instrumento Financeiros Derivativos,BPA
Instrumento financeiro derivativo,BPA
Instrumento financeiro derivativo - SWAP,BPA
Instrumento financeiro derivativos - ativo,BPA
Instrumentos Derivativos,BPA
Instrumentos Fianceiros Derivativos,BPA
Instrumentos Financeiros,BPA
Instrumentos Financeiros - Derivativos,BPA
Instrumentos Financeiros - Derivativos swap,BPA
Instrumentos Financeiros - Hedge de valor justo,BPA
Instrumentos Financeiros Derivativos,BPA
Instrumentos Financeiros Derivativos (Swap),BPA
Instrumentos Financeiros Derivativos - SWAP,BPA
Instrumentos Financeiros Derivativos - Swap,BPA
Instrumentos Financeiros de Hedge,BPA
Instrumentos Financeiros e Derivativos,BPA
"Instrumentos Financeiros, incluindo derivativos",BPA
Instrumentos de Patrimônio,BPA
Instrumentos derivativos,BPA
Instrumentos derivativos ativo,BPA
Instrumentos derivativos ativo LP,BPA
Instrumentos fianceiros derivativos,BPA
Instrumentos financeiros,BPA
Instrumentos financeiros (Nota 6),BPA
Instrumentos financeiros derivativos,BPA
Instrumentos financeiros derivativos (swap),BPA
Instrumentos financeiros derivativos swap,BPA
Instrumentos financeiros e derivativos,BPA
"Instrumentos financeiros, incluindo derivativos",BPA
Instrumentos financeiros.,BPA
Insumos para beneficiamento,BPA
Intagível,BPA
Intagível em Operação,BPA
Intangigíveis,BPA
Intangivel,BPA
Intangívei em andamento,BPA
Intangíveis,BPA
Intangíveis em Desenvolvimento,BPA
Intangíveis em operação,BPA
Intangíveis identificados na aquisição em combinação de negócios,BPA
Intangível,BPA
Intangível (Nota 14),BPA
Intangível - Mais Valia,BPA
Intangível Gerado na Aquisição de Investimentos,BPA
Intangível arrendado,BPA
Intangível e ativo de contrato,BPA
Intangível em Andamento,BPA
Intangível em Curso,BPA
Intangível em Formação,BPA
Intangível em Operação,BPA
Intangível em andamento,BPA
Intangível em construção,BPA
Intangível em operação,BPA
Intangível líquido,BPA
Inteangível,BPA
Intrumentos financeiros derivativos,BPA
Investimento de Curto Prazo,BPA
Investimento de curto prazo,BPA
Investimento em instrumentos patrimoniais,BPA
Investimentos,BPA
Investimentos a classificar,BPA
Investimentos de curto prazo,BPA
JSCP a receber,BPA
Juros Debêntures - Klabin,BPA
Juros Inv. Imob,BPA
Juros a Receber,BPA
Juros a apropriar,BPA
Juros s/ Cap. Próprio / Dividendos,BPA
Juros s/capital próprio/dividendos,BPA
Juros sobre Capital Próprio a Receber,BPA
Juros sobre capital proprio a receber,BPA
Juros sobre capital próprio (JSCP),BPA
Juros sobre capital próprio a receber,BPA
Juros sobre o Capital Próprio a Receber,BPA
Licença de Uso de Software,BPA
Licença de operação em aeroportos,BPA
Licença de uso de softwares,BPA
Licenças Regulatórias,BPA
Licenças de uso de software,BPA
Lotes a comercializar,BPA
Lotes concluídos,BPA
Lotes em desenvolvimento,BPA
Mais Valia,BPA
Mais Valia em Investimento,BPA
Mais valia de ativos,BPA
Mais valia pelo direito de uso da concessão de movimentação portuária,BPA
